panel,series,x_name,x,y_name,y,Fx
a_residual,s0,alpha,1188.502227437019,abs_delta_Fx,0.0015911847002689772,0.7843853048824114
a_residual,s0,alpha,1223.2071190499325,abs_delta_Fx,0.001595309320312932,0.7843811802623675
a_residual,s0,alpha,1258.9254117941675,abs_delta_Fx,0.0015993168032335525,0.7843771727794469
a_residual,s0,alpha,1295.686697517019,abs_delta_Fx,0.001603210478786865,0.7843732791038935
a_residual,s0,alpha,1333.521432163324,abs_delta_Fx,0.001606993581901861,0.7843694960007785
a_residual,s0,alpha,1372.4609610075624,abs_delta_Fx,0.0016106692553927715,0.7843658203272876
a_residual,s0,alpha,1412.5375446227554,abs_delta_Fx,0.0016142405525880754,0.7843622490300923
a_residual,s0,alpha,1453.7843856076622,abs_delta_Fx,0.0016177104398893416,0.7843587791427911
a_residual,s0,alpha,1496.235656094433,abs_delta_Fx,0.0016210817992541315,0.7843554077834263
a_residual,s0,alpha,1539.926526059492,abs_delta_Fx,0.0016243574306045172,0.7843521321520759
a_residual,s0,alpha,1584.893192461114,abs_delta_Fx,0.0016275400541758689,0.7843489495285045
a_residual,s0,alpha,1631.1729092278397,abs_delta_Fx,0.0016306323127845967,0.7843458572698958
a_residual,s0,alpha,1678.8040181225606,abs_delta_Fx,0.0016336367740428237,0.7843428528086376
a_residual,s0,alpha,1727.8259805078628,abs_delta_Fx,0.0016365559325028922,0.7843399336501775
a_residual,s0,alpha,1778.2794100389228,abs_delta_Fx,0.0016393922117421411,0.7843370973709383
a_residual,s0,alpha,1830.2061063110568,abs_delta_Fx,0.0016421479663872862,0.7843343416162931
a_residual,s0,alpha,1883.649089489802,abs_delta_Fx,0.0016448254840824017,0.784331664098598
a_residual,s0,alpha,1938.6526359522077,abs_delta_Fx,0.0016474269873993919,0.784329062595281
a_residual,s0,alpha,1995.2623149688789,abs_delta_Fx,0.0016499546356920636,0.7843265349469883
a_residual,s0,alpha,2053.525026457146,abs_delta_Fx,0.0016524105268986844,0.7843240790557817
a_residual,s0,alpha,2113.489039836648,abs_delta_Fx,0.0016547966992952468,0.7843216928833852
a_residual,s0,alpha,2175.2040340195244,abs_delta_Fx,0.001657115133193221,0.7843193744494872
a_residual,s0,alpha,2238.72113856834,abs_delta_Fx,0.0016593677525937878,0.7843171218300866
a_residual,s0,alpha,2304.0929760558447,abs_delta_Fx,0.001661556426791,0.7843149331558894
a_residual,s0,alpha,2371.373705661655,abs_delta_Fx,0.001663682971931646,0.7843128066107488
a_residual,s0,alpha,2440.6190680419813,abs_delta_Fx,0.00166574915252804,0.7843107404301524
a_residual,s0,alpha,2511.886431509582,abs_delta_Fx,0.0016677566829306212,0.7843087328997498
a_residual,s0,alpha,2585.234839562191,abs_delta_Fx,0.0016697072287557013,0.7843067823539247
a_residual,s0,alpha,2660.7250597988086,abs_delta_Fx,0.0016716024082736869,0.7843048871744067
a_residual,s0,alpha,2738.4196342643613,abs_delta_Fx,0.0016734437937571123,0.7843030457889233
a_residual,s0,alpha,2818.382931264455,abs_delta_Fx,0.001675232912791147,0.7843012566698893
a_residual,s0,alpha,2900.681198693156,abs_delta_Fx,0.0016769712495443567,0.784299518333136
a_residual,s0,alpha,2985.3826189179604,abs_delta_Fx,0.0016786602460070466,0.7842978293366734
a_residual,s0,alpha,3072.557365267445,abs_delta_Fx,0.0016803013031894132,0.784296188279491
a_residual,s0,alpha,3162.2776601683795,abs_delta_Fx,0.0016818957822897218,0.7842945938003907
a_residual,s0,alpha,3254.61783498046,abs_delta_Fx,0.0016834450058265116,0.7842930445768539
a_residual,s0,alpha,3349.6543915782795,abs_delta_Fx,0.001684950258740825,0.7842915393239396
a_residual,s0,alpha,3447.4660657314944,abs_delta_Fx,0.0016864127894620218,0.7842900767932184
a_residual,s0,alpha,3548.133892335753,abs_delta_Fx,0.001687833810950945,0.7842886557717295
a_residual,s0,alpha,3651.741272548377,abs_delta_Fx,0.0016892145017057825,0.7842872750809746
a_residual,s0,alpha,3758.374042884443,abs_delta_Fx,0.0016905560067443925,0.784285933575936
a_residual,s0,alpha,3868.120546330525,abs_delta_Fx,0.0016918594385564312,0.784284630144124
a_residual,s0,alpha,3981.0717055349733,abs_delta_Fx,0.0016931258780275016,0.7842833637046529
a_residual,s0,alpha,4097.321098135413,abs_delta_Fx,0.001694356375338213,0.7842821332073422
a_residual,s0,alpha,4216.965034285822,abs_delta_Fx,0.001695551950839036,0.7842809376318414
a_residual,s0,alpha,4340.10263644744,abs_delta_Fx,0.0016967135958974033,0.784279775986783
a_residual,s0,alpha,4466.835921509635,abs_delta_Fx,0.001697842273722161,0.7842786473089582
a_residual,s0,alpha,4597.269885308723,abs_delta_Fx,0.0016989389201633731,0.784277550662517
a_residual,s0,alpha,4731.512589614803,abs_delta_Fx,0.0017000044444923645,0.784276485138188
a_residual,s0,alpha,4869.675251658631,abs_delta_Fx,0.001701039730153786,0.7842754498525266
a_residual,s0,alpha,5011.872336272725,abs_delta_Fx,0.0017020456355043567,0.784274443947176
a_residual,s0,alpha,5158.2216507230605,abs_delta_Fx,0.0017030229945234066,0.784273466588157
a_residual,s0,alpha,5308.8444423098845,abs_delta_Fx,0.0017039726175047676,0.7842725169651756
a_residual,s0,alpha,5463.86549881854,abs_delta_Fx,0.0017048952917333438,0.7842715942909471
a_residual,s0,alpha,5623.413251903491,abs_delta_Fx,0.0017057917821350355,0.7842706978005454
a_residual,s0,alpha,5787.619883491208,abs_delta_Fx,0.0017066628319175603,0.7842698267507628
a_residual,s0,alpha,5956.62143529011,abs_delta_Fx,0.0017075091631812978,0.7842689804194991
a_residual,s0,alpha,6130.557921498208,abs_delta_Fx,0.0017083314775243608,0.784268158105156
a_residual,s0,alpha,6309.57344480193,abs_delta_Fx,0.0017091304566227983,0.7842673591260576
a_residual,s0,alpha,6493.816315762113,abs_delta_Fx,0.0017099067627976972,0.7842665828198827
a_residual,s0,alpha,6683.439175686149,abs_delta_Fx,0.0017106610395631883,0.7842658285431172
a_residual,s0,alpha,6878.599123088082,abs_delta_Fx,0.0017113939121640165,0.7842650956705164
a_residual,s0,alpha,7079.457843841381,abs_delta_Fx,0.0017121059880915723,0.7842643835945888
a_residual,s0,alpha,7286.181745132274,abs_delta_Fx,0.0017127978575901537,0.7842636917250903
a_residual,s0,alpha,7498.942093324558,abs_delta_Fx,0.0017134700941470182,0.7842630194885334
a_residual,s0,alpha,7717.915155850127,abs_delta_Fx,0.0017141232549666707,0.7842623663277137
a_residual,s0,alpha,7943.282347242822,abs_delta_Fx,0.0017147578814353803,0.784261731701245
